notion,n,概念；理念,n_n
knack,n,技巧；竅門,k_k
herbivorous,adj,草食性的,h_s
equivocally,adv,曖昧地；摸棱兩可地,e_y
drawback,n,缺點；弊端,d_k
courteous,adj,有禮貌的；謙恭的,c_s
astonishing,adj,驚人的；震驚的,a_g
conscientiously,adv,謹慎地；精心地,c_y
gauge,v,測量；評估,g_e
onset,n,開始,o_t
