contentious,adj,好爭吵的 ; 愛爭論的,c_s
elevate,v,提升；提升,e_e
eject,v,排斥,e_t
brittle,adj,易碎的；脆弱的,b_e
aspiration,n,志氣；抱負,a_n
ornamented,adj,裝飾的,o_d
dwell,v,居住；居留,d_l
entrepreneur,n,創業者,e_r
predicament,n,困境；尷尬處境,p_t
orbit,v,環行；環繞,o_t
