provake,v,誘發；發起,p_e
prediction,n,預報；預言,p_n
opaque,adj,不透明的 ; 晦暗的,o_e
relics,n,遺物; 遺跡,r_s
subterranean,adj,地下的,s_n
vigorously,adv,強有力地,v_y
zenith,n,頂點；頂峰,z_h
amass,v,累積,a_s
biography,n,傳記,b_y
compelled,adj,強制的,c_d
