outweigh,v,超越,o_h
prestigious,adj,有聲望的；有威信的,p_s
fault,n,縫隙；斷層,f_t
consensus,n,共識,c_s
aptly,adv,適當地,a_y
encompass,v,包含,e_s
magnify,v,放大；強化,m_y
poverty,n,貧窮；貧乏,p_y
scatter,v,散開,s_r
tangible,adj,實體的,t_e
