hemisphere,n,半球；半邊,h_e
perseverance,n,堅忍；毅力,p_e
plunge,v,投入，陷入,p_e
solemn,adj,嚴肅的；莊重的,s_n
voyage,n,航行；航程,v_e
sensation,n,感覺；知覺,s_n
unprecedented,adj,空前的,u_d
extraordinary,adj,非凡的；極度的,e_y
eccentricity,n,怪癖；古怪,e_y
divergent,adj,分歧的,d_t
